accuracy,macro_f1,weighted_f1,precision,recall,FS,FE,CLF,fold
0.9178233090989205,0.7502414840415461,0.9302894921809668,0.7009915329368781,0.8556257588022274,VT,LDA,LR,1
0.9072482925754571,0.7508885084784531,0.9246590198326674,0.7081111946518015,0.8543322400752493,VT,LDA,LR,2
0.923331130204891,0.7495475495061944,0.9351892553525839,0.7066559063646053,0.8476967340555448,VT,LDA,LR,3
0.9286029087703834,0.7668565630942867,0.9374419836871922,0.7165897444940158,0.8555652506693513,VT,LDA,LR,4
0.9338915821947995,0.7672437448664184,0.9427077622738208,0.7176845124290269,0.8622170348956839,VT,LDA,LR,5
0.9367702137034589,0.7637372856551956,0.9466818098111935,0.7231805414830037,0.8469944671233616,VT,LDA,LR,6
0.937871777924653,0.7757015314175446,0.9454011856533184,0.7281304765300768,0.8621995422475093,VT,LDA,LR,7
0.9323639568186826,0.7601522678145709,0.9416684318609547,0.7103582800139672,0.8549776589549105,VT,LDA,LR,8
0.9354341119435875,0.7737329262978403,0.9440498848355454,0.7279415552845852,0.857907526329017,VT,LDA,LR,9
0.9327897752313795,0.7642311087202098,0.9435002049333353,0.7236258620025708,0.8536628037606984,VT,LDA,LR,10
0.925754571491518,0.7450885413373649,0.9365064857905956,0.7059347481912738,0.839576476046302,VT,LDA,LR,11
0.9275170742454285,0.7661818675765433,0.9386303450232958,0.7211728787197741,0.858159375000759,VT,LDA,LR,12
0.9447014760960564,0.7803329685611557,0.9509730675417629,0.7338907697839903,0.8618480364353617,VT,LDA,LR,13
0.9272807404142794,0.760900280593517,0.9364966668372768,0.7095619934710828,0.8612701935387306,VT,LDA,LR,14
0.9312472454825914,0.7553466881158758,0.9417878645247689,0.7089286030438706,0.8520971124282475,VT,LDA,LR,15
0.9328045825071601,0.76624298047267,0.943071243854301,0.7206500530446573,0.8609932182297597,VT,LDA,KNN,1
0.9422780348094294,0.7754688687824381,0.9501141093644895,0.7315140387284124,0.861069739009678,VT,LDA,KNN,2
0.9484467944481163,0.7787244765401832,0.9554913663340843,0.735396549494733,0.8645122464931527,VT,LDA,KNN,3
0.9482150727192595,0.7841567433899905,0.9547279362582246,0.7395831199054019,0.8603367794018932,VT,LDA,KNN,4
0.9552666372851476,0.9008898427917617,0.9608992702304332,0.8526539105988441,0.9869983922152138,VT,LDA,KNN,5
0.954835866931042,0.7853120566675613,0.960145538801928,0.7447100952564818,0.8578412861588511,VT,LDA,KNN,6
0.9455827274730116,0.7847854560542413,0.9527472045771628,0.7420863047891528,0.8646098496688168,VT,LDA,KNN,7
0.9409561577439964,0.7744004406125908,0.9494594620170437,0.7281483477492271,0.8629205143583001,VT,LDA,KNN,8
0.9563684442485677,0.9030810178061859,0.961822068027536,0.8557555342573802,0.9881399325155947,VT,LDA,KNN,9
0.9442485676509476,0.7753507529467616,0.9531062242838021,0.7391505883144003,0.8539352066119353,VT,LDA,KNN,10
0.9471249173826835,0.7798477850044152,0.9543263621019312,0.7377597118957812,0.8607925989687204,VT,LDA,KNN,11
0.9526327384886539,0.7843149526696247,0.9587805771422858,0.7412373448311447,0.8651320828928364,VT,LDA,KNN,12
0.9532936770213704,0.786294416877797,0.9587664803740111,0.7435574230054699,0.8628037638203303,VT,LDA,KNN,13
0.9422653151167916,0.888693085803793,0.9491487730151088,0.8367939725423665,0.9827575332385589,VT,LDA,KNN,14
0.9546055531070956,0.8945638988874649,0.9612507418110474,0.8442547092570247,0.9888878341191942,VT,LDA,KNN,15
0.8777263714474554,0.7353635890386412,0.9049055986317044,0.6928969254905482,0.9667483726204362,VT,LDA,NB,1
0.8704560475875743,0.6968823234844885,0.8992636190678045,0.6574252158174193,0.8429690740672451,VT,LDA,NB,2
0.8812513769552764,0.6991954697772675,0.9053191027274577,0.6574877195030754,0.8476622130937028,VT,LDA,NB,3
0.882327016306743,0.7019371761236446,0.9051992323227483,0.652008694634534,0.8475573438552123,VT,LDA,NB,4
0.8929043631555752,0.7176585442387144,0.9146749414283091,0.6702078065632524,0.8537450676367901,VT,LDA,NB,5
0.8887420136593963,0.6989556499478654,0.9115976719910602,0.6580287979789103,0.8474411574919565,VT,LDA,NB,6
0.88059043842256,0.7269807624578097,0.9043154721522083,0.677656566079804,0.9670504105151926,VT,LDA,NB,7
0.8766248072262612,0.6891715980827553,0.9013669045712598,0.6433036655977831,0.8428991397502918,VT,LDA,NB,8
0.883649184662847,0.7123778013011346,0.9078225390731769,0.6659380407185266,0.8522960397746842,VT,LDA,NB,9
0.8781401498457471,0.7027982078619079,0.9044987237197385,0.6646334701221001,0.8410081863550751,VT,LDA,NB,10
