FS,FE,CLF,n_ok_folds,n_total_folds,success_rate,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,precision_mean,precision_std,recall_mean,recall_std
VT,PCA,LR,15,15,1.0,0.8471778675535627,0.008200264734299639,0.6955930761018297,0.04622488301111748,0.8764991082382336,0.006593578808484704,0.6371160768043107,0.04103083101204917,0.8730062879181298,0.05687582097478016
VT,SVD,GB,15,15,1.0,0.896091445592421,0.008902823314551596,0.6932631458246843,0.011609506196302202,0.9154054171735595,0.007211660053221136,0.6315535146932086,0.017747077051399492,0.847203045215497,0.02952882981732101
VT,PCA,GB,15,15,1.0,0.8961354919784537,0.008403390405873417,0.6927352686736215,0.01416132516606509,0.9153533867363263,0.006625060874764337,0.6320055996572285,0.019388576315638027,0.8388835145529101,0.009397900240378126
Chi2,ICA,DT,15,15,1.0,0.8930508791265733,0.008836837143954442,0.6869951953833004,0.02322599342428463,0.9093940788361475,0.007753661304835227,0.6229873296624893,0.03150423643763277,0.8225571760082157,0.037410539442873
ANOVA,ICA,DT,15,15,1.0,0.9009829538964869,0.010029722064874982,0.6845827054348058,0.02651375469199656,0.9158346153974206,0.00865718532656144,0.6233424061555545,0.03217168981635212,0.8097497582144719,0.01942862730214871
ANOVA,LDA,LGBM,15,15,1.0,0.8549213639795717,0.24107039610282513,0.6781268455116684,0.216706978343781,0.8647009984286037,0.24728612014446522,0.6504514813136489,0.17866087129416558,0.7704879375692435,0.20497236730598076
VT,LDA,LGBM,15,15,1.0,0.8513212443173639,0.1980359201525459,0.6729505858491881,0.1954772564247544,0.8718187968768056,0.17103272918574253,0.6481924611031293,0.15657678100458158,0.7672826884580736,0.16638560987200154
VT,PCA,DT,15,15,1.0,0.8807120878799356,0.009619836946517041,0.6711985242006892,0.03096364699435022,0.8998105208791976,0.00795091738559039,0.6041657055193647,0.027584089182507824,0.8552657221332343,0.06752869749857307
VT,SVD,DT,15,15,1.0,0.8810204805499879,0.009426505478926112,0.6709895810227674,0.030532906189879243,0.8999211690429427,0.0077205264565487035,0.6038689151618819,0.02695192407267949,0.8547987261272549,0.0673800943046831
VT,ICA,SVM,15,15,1.0,0.7748065870400962,0.019151163898354234,0.6626658891298634,0.04871090464211888,0.8288665907809812,0.014282127607709603,0.6372181174079117,0.0425506800051242,0.8671151460531302,0.06267724519943503
VT,ICA,LR,15,15,1.0,0.8097797023676072,0.01624005510369999,0.6615053021204249,0.04324915022935997,0.8465816075228607,0.011898678748125335,0.6072221710217249,0.03755138717443018,0.8649334101226407,0.05567521784573875
Chi2,PCA,LGBM,15,15,1.0,0.7937659362294163,0.27096472990005505,0.6516714799227933,0.23348020351571044,0.818270948587348,0.25205427623195703,0.6278235859901925,0.1896218898340711,0.7617081510901644,0.21211304753212787
Chi2,SVD,LGBM,15,15,1.0,0.7937659362294163,0.27096472990005505,0.6516714799227933,0.23348020351571044,0.818270948587348,0.25205427623195703,0.6278235859901925,0.1896218898340711,0.7617081510901644,0.21211304753212787
Chi2,LDA,NB,15,15,1.0,0.7800640017389405,0.04516989552011124,0.647072551805028,0.023807547206228217,0.8281967501415289,0.03531777544633724,0.6109325389897735,0.01946205126007779,0.8551622083620596,0.049633596996441535
VT,PCA,SVM,15,15,1.0,0.7337507366821986,0.010020767473617732,0.6460167989177616,0.043729625486830466,0.797983158989219,0.007612765978030119,0.6243690287443349,0.04005929125550312,0.8634958734619721,0.05993365740960698
VT,SVD,SVM,15,15,1.0,0.7337801084915341,0.01017089765510437,0.6459963245288819,0.04373877725363123,0.7979907482771699,0.007762271371758806,0.6243085995909444,0.04006665778474449,0.8635001932640204,0.05992748316015772
Chi2,LDA,SVM,15,15,1.0,0.7204422387914828,0.04259152238494892,0.6420815156026155,0.04841928467437598,0.7731269052303287,0.03342597309665357,0.6031505554063342,0.042124363904202704,0.8770609605088453,0.060651712102125034
ANOVA,LDA,NB,15,15,1.0,0.7637018066462368,0.03773614560488208,0.6400705697986647,0.0215913279671578,0.8206364770995466,0.027697228593734514,0.6128265126953973,0.014153843716291284,0.8539994152896457,0.05455737605967683
ANOVA,LDA,SVM,15,15,1.0,0.7127905377656252,0.042525724468929084,0.6388444902165763,0.052169271522405435,0.7681175150347577,0.033808982374737714,0.602623069017378,0.04481229528777908,0.8763264862377925,0.06217564332900469
VT,ICA,DT,15,15,1.0,0.8674627284685786,0.017662178002858665,0.6375191775808134,0.029727438555422064,0.8877953130305136,0.014842099754304505,0.5660312629495216,0.03214331247485679,0.8075747598983476,0.03820142689751146
ANOVA,PCA,NB,15,15,1.0,0.729828701989674,0.00909763904682923,0.5881665357260697,0.01885545986911054,0.7948089521593705,0.007995128703202854,0.5526409878530575,0.02615757243678713,0.8098513526630453,0.010176836816498327
ANOVA,SVD,NB,15,15,1.0,0.729828701989674,0.00909763904682923,0.5881665357260697,0.01885545986911054,0.7948089521593705,0.007995128703202854,0.5526409878530575,0.02615757243678713,0.8098513526630453,0.010176836816498327
Chi2,PCA,NB,15,15,1.0,0.7165359920533315,0.016400903665150256,0.579741581349438,0.016599122898423642,0.7799981991473238,0.015008333178668705,0.5446001963604045,0.023106997577852256,0.8130585811220707,0.030149273256067758
Chi2,SVD,NB,15,15,1.0,0.7165359920533315,0.016400903665150256,0.579741581349438,0.016599122898423642,0.7799981991473238,0.015008333178668705,0.5446001963604045,0.023106997577852256,0.8130585811220707,0.030149273256067758
ANOVA,ICA,NB,15,15,1.0,0.7579432943155953,0.025788253036597812,0.5624040181511962,0.03723372930679105,0.8155328182664712,0.01996718241417735,0.5209595450910594,0.03195661094512641,0.8163212128298271,0.010853897913441152
Chi2,ICA,NB,15,15,1.0,0.7250399545612446,0.022822968024679712,0.5605604933455858,0.02469444330851015,0.7902431313379299,0.0165929607499224,0.5275017127383996,0.022128282043155506,0.7990289802760324,0.008510042084609018
VT,ICA,NB,15,15,1.0,0.6744517043789371,0.01123111592893954,0.50004600068418,0.03041859398345876,0.7423068812402852,0.009675488867288596,0.4556616400723762,0.02732052420647596,0.7922395317657582,0.0320230039939961
VT,PCA,NB,15,15,1.0,0.633234640817403,0.027415765789635182,0.45968447441507704,0.01868841906913554,0.6991481346943427,0.025500297419496235,0.4138191727744394,0.016588852222456537,0.7961343235930552,0.04530077147795346
VT,SVD,NB,15,15,1.0,0.6333521474741232,0.02727604882800249,0.459676980527087,0.018638413948679506,0.6992885086730413,0.02535877851316657,0.41381708464059286,0.016601272741226903,0.7962116672525243,0.04535721564017783
